Device Type, Ticks, Data0, Data1
2, 31537, 0, 2472
1, 31547, 93, 90
2, 31562, 0, 1997
1, 31578, 92, 94
2, 31587, 8, 2052
1, 31609, 89, 94
2, 31612, 0, 2178
1, 31639, 89, 91
2, 31640, 6, 1739
2, 31665, 7, 2137
1, 31670, 89, 87
2, 31690, 21, 2810
1, 31701, 88, 91
2, 31715, 0, 1713
1, 31732, 89, 91
2, 31740, 0, 2148
1, 31762, 92, 91
2, 31765, 0, 2714
1, 31793, 96, 96
2, 31793, 0, 2630
2, 31818, 0, 1873
1, 31824, 93, 96
2, 31843, 9, 1772
1, 31855, 92, 96
2, 31868, 2, 2487
1, 31885, 94, 94
2, 31893, 0, 1738
1, 31916, 91, 95
2, 31918, 0, 1536
1, 31947, 95, 95
2, 31947, 2, 1891
2, 31972, 5, 1866
1, 31977, 94, 93
2, 31997, 6, 2061
1, 32008, 97, 91
2, 32022, 0, 1951
1, 32039, 96, 95
2, 32047, 17, 3598
1, 32070, 92, 93
2, 32072, 0, 2077
1, 32100, 89, 97
2, 32101, 1, 1842
2, 32126, 0, 2266
1, 32131, 92, 95
2, 32151, 7, 2172
1, 32162, 86, 101
2, 32176, 11, 1587
1, 32193, 88, 93
2, 32201, 0, 1578
1, 32223, 92, 91
2, 32226, 7, 1550
1, 32254, 91, 91
2, 32254, 10, 2019
2, 32279, 7, 2175
1, 32285, 94, 95
2, 32304, 2, 1863
1, 32315, 96, 96
2, 32329, 0, 1963
1, 32346, 96, 92
2, 32354, 0, 2314
1, 32377, 98, 95
2, 32379, 0, 75
1, 32408, 95, 94
2, 32408, 0, 1453
2, 32433, 0, 2394
1, 32438, 93, 96
0, 32441, 534, 0
4, 32441, 0, 766
0, 32454, 490, 0
4, 32454, 0, 764
2, 32458, 0, 1094
1, 32469, 93, 97
0, 32485, 468, 0
4, 32485, 0, 767
2, 32485, 32, 2349
1, 32500, 95, 92
2, 32510, 1, 1841
0, 32516, 440, 0
4, 32516, 0, 757
1, 32531, 90, 98
2, 32535, 15, 2394
0, 32547, 406, 0
4, 32547, 0, 766
1, 32561, 95, 99
2, 32562, 0, 2409
0, 32578, 378, 0
4, 32578, 0, 780
2, 32586, 0, 2277
1, 32592, 96, 96
0, 32609, 353, 0
4, 32609, 0, 769
2, 32611, 0, 2537
1, 32623, 96, 100
2, 32636, 0, 1504
0, 32640, 320, 0
4, 32640, 0, 772
1, 32654, 96, 101
2, 32661, 0, 2236
0, 32671, 289, 0
4, 32671, 0, 776
1, 32684, 96, 98
2, 32686, 57, 3991
0, 32702, 257, 0
4, 32702, 0, 771
1, 32715, 99, 98
2, 32715, 0, 1731
0, 32733, 226, 0
4, 32733, 0, 770
2, 32740, 8, 2397
1, 32746, 93, 101
0, 32763, 201, 0
4, 32763, 0, 778
2, 32765, 0, 2320
1, 32777, 93, 101
2, 32790, 9, 2286
0, 32794, 168, 0
4, 32794, 0, 782
4, 32795, 0, 782
6, 33106, 0, 0
5, 33108, 0, 0
5, 33209, 0, 8
5, 33310, 0, 28
5, 33411, 0, 49
5, 33512, 0, 72
5, 33613, 0, 88
5, 33714, 0, 81
5, 33815, 0, 84
2, 33978, 0, 1983
1, 33983, 63, 58
1, 34005, 61, 59
2, 34005, 4, 1951
2, 34030, 0, 1945
1, 34036, 62, 58
2, 34055, 0, 2251
1, 34067, 62, 62
2, 34080, 10, 1787
1, 34097, 63, 59
2, 34105, 0, 3075
1, 34128, 64, 58
2, 34130, 0, 2889
1, 34159, 65, 64
2, 34159, 0, 0
2, 34184, 56, 3678
1, 34189, 67, 64
2, 34209, 0, 3283
1, 34220, 75, 64
2, 34234, 23, 3606
1, 34251, 84, 64
2, 34259, 48, 0
1, 34281, 86, 69
2, 34284, 110, 1988
1, 34312, 88, 73
2, 34313, 127, 3978
2, 34337, 131, 4144
1, 34343, 87, 73
2, 34362, 0, 3016
1, 34374, 91, 78
2, 34387, 106, 2617
1, 34405, 91, 78
2, 34412, 97, 1118
1, 34435, 85, 83
2, 34437, 76, 3613
1, 34466, 85, 87
2, 34467, 34, 1194
2, 34491, 204, 0
1, 34497, 81, 94
2, 34516, 318, 3739
1, 34528, 75, 91
2, 34541, 125, 4542
1, 34559, 73, 92
2, 34566, 100, 1233
1, 34589, 68, 87
2, 34591, 0, 3041
1, 34620, 66, 82
2, 34620, 0, 2880
2, 34645, 0, 3767
1, 34651, 64, 77
2, 34670, 0, 3491
1, 34682, 61, 74
2, 34695, 15, 2073
1, 34712, 62, 77
2, 34720, 0, 3895
1, 34743, 64, 80
2, 34745, 0, 4250
1, 34774, 66, 67
2, 34774, 0, 2752
2, 34799, 32, 4305
1, 34805, 73, 65
2, 34824, 0, 3455
1, 34835, 77, 59
2, 34849, 11, 4
1, 34866, 86, 61
2, 34874, 0, 2528
1, 34897, 90, 61
2, 34899, 0, 2598
1, 34928, 96, 65
2, 34928, 0, 275
2, 34953, 0, 1033
1, 34959, 102, 69
2, 34978, 0, 1293
1, 34990, 109, 76
2, 35003, 0, 2465
1, 35020, 113, 80
2, 35028, 4, 2188
1, 35051, 117, 86
2, 35053, 1, 2007
0, 35059, 910, 0
4, 35059, 5, 806
1, 35082, 124, 92
0, 35085, 923, 0
4, 35085, 5, 808
2, 35085, 7, 107
1, 35113, 127, 96
0, 35116, 900, 0
4, 35116, 5, 808
2, 35116, 0, 1303
1, 35144, 131, 103
0, 35147, 905, 0
4, 35147, 5, 810
2, 35147, 34, 2595
1, 35175, 139, 108
0, 35177, 863, 0
4, 35177, 5, 809
2, 35178, 5, 2189
1, 35206, 143, 110
0, 35208, 827, 0
4, 35208, 6, 810
2, 35209, 0, 1985
1, 35237, 150, 117
0, 35239, 815, 0
4, 35239, 7, 811
2, 35240, 0, 1798
1, 35267, 159, 122
0, 35270, 762, 0
4, 35270, 7, 826
2, 35271, 0, 888
1, 35298, 159, 127
0, 35301, 748, 0
4, 35301, 6, 818
2, 35301, 0, 1463
1, 35329, 162, 133
0, 35332, 732, 0
4, 35332, 5, 819
2, 35332, 9, 2552
1, 35360, 164, 136
0, 35363, 702, 0
4, 35363, 5, 820
2, 35363, 3, 2086
1, 35391, 166, 142
0, 35394, 687, 0
4, 35394, 5, 821
2, 35394, 3, 1770
1, 35422, 165, 151
2, 35422, 3, 2035
0, 35425, 659, 0
4, 35425, 5, 826
2, 35447, 0, 2254
1, 35453, 168, 144
0, 35456, 634, 0
4, 35456, 5, 825
2, 35472, 0, 2118
1, 35484, 170, 153
0, 35487, 607, 0
4, 35487, 5, 823
2, 35497, 1, 2138
1, 35515, 175, 155
0, 35518, 594, 0
4, 35518, 5, 822
2, 35522, 73, 4198
1, 35546, 175, 154
0, 35549, 577, 0
4, 35549, 5, 827
2, 35549, 0, 3583
1, 35577, 175, 162
2, 35577, 1, 1719
0, 35580, 542, 0
4, 35580, 7, 826
2, 35602, 8, 2239
1, 35608, 175, 164
0, 35610, 521, 0
4, 35610, 6, 818
2, 35627, 5, 1866
1, 35639, 177, 170
0, 35641, 496, 0
4, 35641, 7, 800
2, 35652, 0, 4098
1, 35669, 177, 174
0, 35672, 465, 0
4, 35672, 7, 816
2, 35677, 53, 2731
1, 35700, 175, 175
0, 35703, 438, 0
4, 35703, 6, 806
2, 35704, 27, 2809
1, 35731, 171, 174
2, 35732, 0, 2337
0, 35734, 412, 0
4, 35734, 6, 808
2, 35756, 0, 1686
1, 35762, 173, 177
0, 35765, 381, 0
4, 35765, 6, 807
2, 35781, 0, 2314
1, 35793, 172, 179
0, 35796, 361, 0
4, 35796, 6, 810
2, 35806, 1, 1852
1, 35824, 169, 176
0, 35827, 335, 0
4, 35827, 6, 818
2, 35831, 7, 1599
1, 35855, 170, 174
2, 35856, 8, 2124
0, 35858, 302, 0
4, 35858, 6, 817
2, 35881, 1, 2244
1, 35886, 170, 170
0, 35889, 276, 0
4, 35889, 6, 818
2, 35906, 0, 2112
1, 35917, 167, 168
0, 35920, 247, 0
4, 35920, 6, 829
2, 35931, 21, 1895
1, 35948, 170, 173
0, 35951, 217, 0
4, 35951, 6, 829
2, 35956, 6, 1773
1, 35978, 167, 174
0, 35982, 190, 0
4, 35982, 7, 837
4, 35982, 7, 837
6, 36298, 0, 0
5, 36300, 0, 0
5, 36401, 0, 10
5, 36502, 0, 34
5, 36603, 0, 60
5, 36704, 0, 88
5, 36805, 0, 105
5, 36906, 0, 93
5, 37007, 0, 101
2, 37170, 8, 1313
1, 37175, 60, 61
2, 37195, 0, 2201
1, 37204, 56, 59
2, 37220, 11, 1178
1, 37234, 59, 61
2, 37245, 3, 2203
1, 37265, 63, 59
2, 37270, 9, 2872
1, 37296, 62, 54
2, 37296, 4, 3120
2, 37321, 22, 2658
1, 37326, 68, 55
2, 37346, 2, 1866
1, 37357, 71, 60
2, 37371, 10, 1756
1, 37388, 77, 61
2, 37396, 14, 1572
1, 37419, 77, 63
2, 37421, 0, 1048
1, 37449, 81, 70
2, 37450, 0, 1533
2, 37474, 0, 1588
1, 37480, 82, 73
2, 37499, 0, 2407
1, 37511, 89, 77
2, 37524, 0, 1754
1, 37541, 90, 74
2, 37549, 0, 2036
1, 37572, 90, 80
2, 37574, 0, 1661
1, 37603, 94, 84
2, 37603, 4, 2022
2, 37628, 16, 1489
1, 37634, 93, 87
2, 37653, 23, 2550
1, 37664, 94, 85
2, 37678, 13, 2236
1, 37695, 96, 92
2, 37703, 6, 2020
1, 37726, 98, 91
2, 37728, 0, 1986
1, 37756, 96, 97
2, 37757, 0, 2115
2, 37782, 0, 2448
1, 37787, 100, 95
2, 37807, 0, 3109
1, 37818, 98, 97
2, 37832, 0, 2573
1, 37849, 102, 99
2, 37857, 0, 1987
1, 37879, 104, 102
2, 37882, 12, 1813
1, 37910, 104, 104
2, 37910, 20, 1917
2, 37935, 20, 2291
1, 37941, 108, 103
2, 37960, 0, 3022
1, 37972, 106, 105
2, 37985, 4, 2516
1, 38002, 106, 106
2, 38010, 0, 2479
1, 38033, 106, 108
2, 38035, 0, 2368
1, 38064, 106, 110
2, 38064, 0, 2343
2, 38089, 0, 2337
1, 38095, 107, 112
2, 38114, 0, 2081
1, 38125, 108, 112
2, 38139, 0, 2044
1, 38156, 107, 112
2, 38164, 10, 2060
1, 38187, 111, 110
2, 38189, 14, 2329
1, 38218, 106, 112
2, 38218, 19, 2662
2, 38243, 19, 2520
1, 38249, 112, 112
0, 38251, 634, 0
4, 38251, 1, 793
2, 38268, 10, 2263
0, 38272, 596, 0
4, 38272, 1, 798
1, 38279, 113, 116
2, 38293, 0, 1465
0, 38303, 574, 0
4, 38303, 2, 808
1, 38310, 113, 110
2, 38318, 0, 2795
0, 38334, 541, 0
4, 38334, 1, 817
1, 38341, 113, 112
2, 38343, 0, 1901
0, 38365, 508, 0
4, 38365, 1, 820
1, 38372, 112, 115
2, 38372, 0, 2373
0, 38396, 486, 0
4, 38396, 0, 820
2, 38397, 0, 1525
1, 38402, 109, 117
2, 38422, 59, 779
0, 38427, 454, 0
4, 38427, 0, 814
1, 38433, 111, 114
2, 38447, 20, 1620
0, 38458, 428, 0
4, 38458, 0, 816
1, 38464, 106, 115
2, 38472, 19, 2116
0, 38489, 395, 0
4, 38489, 1, 818
1, 38495, 108, 115
2, 38497, 33, 2474
0, 38520, 364, 0
4, 38520, 1, 811
1, 38525, 109, 114
2, 38526, 23, 2250
0, 38551, 337, 0
4, 38551, 2, 812
2, 38551, 10, 2128
1, 38556, 103, 112
2, 38576, 0, 2136
0, 38582, 303, 0
4, 38582, 3, 821
1, 38587, 103, 112
2, 38601, 0, 1714
0, 38613, 278, 0
4, 38613, 3, 817
1, 38618, 104, 111
2, 38626, 0, 993
0, 38644, 245, 0
4, 38644, 3, 825
1, 38649, 105, 116
2, 38651, 0, 1099
0, 38675, 218, 0
4, 38675, 3, 820
1, 38680, 104, 112
2, 38680, 5, 65
0, 38706, 180, 0
4, 38706, 3, 821
4, 38706, 3, 821
6, 39048, 0, 0
5, 39049, 0, 0
5, 39150, 0, 10
5, 39251, 0, 32
5, 39352, 0, 55
5, 39453, 0, 79
5, 39554, 0, 96
5, 39655, 0, 91
5, 39756, 0, 92
2, 39919, 0, 1870
1, 39924, 70, 62
2, 39944, 0, 2144
1, 39954, 67, 63
2, 39969, 5, 1416
1, 39985, 70, 66
2, 39994, 0, 1762
1, 40016, 72, 65
2, 40019, 0, 2396
1, 40047, 71, 68
2, 40047, 6, 1772
2, 40072, 0, 2677
1, 40077, 68, 64
2, 40097, 18, 2473
1, 40108, 77, 69
2, 40122, 0, 2012
1, 40139, 72, 70
2, 40147, 0, 1567
1, 40170, 75, 69
2, 40172, 7, 1324
1, 40201, 74, 70
2, 40201, 0, 1795
2, 40226, 1, 2891
1, 40232, 78, 75
2, 40251, 5, 1603
1, 40262, 77, 69
2, 40276, 5, 1782
1, 40293, 79, 78
2, 40301, 6, 2469
1, 40324, 79, 75
2, 40326, 13, 1696
1, 40355, 83, 76
2, 40355, 8, 2250
2, 40380, 12, 2872
1, 40386, 81, 74
2, 40405, 0, 1875
1, 40416, 78, 78
2, 40430, 0, 3702
1, 40447, 79, 79
2, 40455, 0, 3487
1, 40478, 77, 80
2, 40480, 0, 3729
1, 40509, 78, 80
2, 40509, 0, 3199
2, 40534, 0, 0
1, 40540, 76, 81
2, 40559, 65, 2834
1, 40570, 78, 83
2, 40584, 75, 3991
1, 40601, 78, 82
2, 40609, 177, 0
1, 40632, 83, 78
2, 40634, 266, 2706
1, 40663, 85, 80
2, 40663, 325, 298
2, 40688, 0, 3355
1, 40694, 84, 73
0, 40700, 8190, 0
4, 40700, 0, 767
2, 40713, 41, 2869
0, 40717, 606, 0
4, 40717, 4, 771
1, 40724, 85, 78
2, 40738, 0, 1772
0, 40748, 738, 0
4, 40748, 3, 766
1, 40755, 87, 78
2, 40763, 9, 809
0, 40778, 719, 0
4, 40778, 3, 769
1, 40786, 89, 77
2, 40788, 0, 2210
0, 40809, 731, 0
4, 40809, 2, 772
1, 40817, 90, 83
2, 40817, 0, 3117
0, 40840, 722, 0
4, 40840, 2, 772
2, 40842, 0, 2460
1, 40848, 96, 80
2, 40867, 10, 1900
0, 40871, 683, 0
4, 40871, 2, 772
1, 40878, 94, 83
2, 40892, 7, 1661
0, 40902, 705, 0
4, 40902, 2, 779
1, 40909, 94, 87
2, 40917, 26, 2841
0, 40933, 686, 0
4, 40933, 2, 786
1, 40940, 96, 87
2, 40942, 6, 1962
0, 40964, 647, 0
4, 40964, 3, 807
1, 40971, 99, 90
2, 40971, 0, 2151
0, 40995, 623, 0
4, 40995, 3, 820
2, 40996, 0, 0
1, 41002, 99, 91
2, 41021, 42, 3904
0, 41026, 630, 0
4, 41026, 3, 764
1, 41032, 101, 109
2, 41046, 56, 1171
0, 41057, 648, 0
4, 41057, 3, 737
1, 41063, 112, 123
2, 41071, 82, 3495
0, 41088, 664, 0
4, 41088, 4, 739
1, 41094, 114, 132
2, 41096, 0, 0
0, 41119, 649, 0
4, 41119, 6, 774
1, 41125, 107, 125
2, 41125, 0, 905
0, 41150, 632, 0
4, 41150, 6, 802
2, 41151, 0, 643
1, 41156, 107, 126
2, 41175, 29, 2643
0, 41181, 631, 0
4, 41181, 0, 812
1, 41187, 103, 120
2, 41200, 0, 2335
0, 41212, 651, 0
4, 41212, 0, 823
1, 41217, 104, 116
2, 41225, 0, 2353
0, 41243, 626, 0
4, 41243, 0, 809
1, 41248, 101, 112
2, 41250, 6, 3740
0, 41274, 635, 0
4, 41274, 0, 804
1, 41279, 104, 102
2, 41280, 58, 3427
0, 41305, 641, 0
4, 41305, 0, 807
2, 41306, 0, 3947
1, 41310, 101, 104
2, 41330, 0, 1498
0, 41336, 630, 0
4, 41336, 0, 827
1, 41341, 92, 100
2, 41355, 44, 4137
0, 41367, 616, 0
4, 41367, 0, 820
1, 41372, 95, 102
2, 41380, 58, 851
0, 41398, 624, 0
4, 41398, 0, 819
1, 41403, 94, 98
2, 41405, 43, 2902
0, 41429, 642, 0
4, 41429, 0, 820
1, 41434, 92, 97
2, 41435, 32, 2228
0, 41460, 644, 0
4, 41460, 0, 801
2, 41460, 127, 1745
1, 41465, 97, 98
2, 41485, 137, 1565
0, 41491, 660, 0
4, 41491, 1, 768
1, 41496, 97, 99
2, 41510, 76, 2917
0, 41522, 712, 0
4, 41522, 5, 771
1, 41527, 95, 101
2, 41535, 78, 3226
0, 41553, 8191, 0
4, 41553, 7, 762
1, 41558, 98, 102
2, 41560, 77, 3343
0, 41568, 8190, 0
4, 41568, 9, 766
1, 41587, 99, 100
2, 41588, 47, 2830
0, 41599, 8191, 0
4, 41599, 11, 757
2, 41612, 82, 2679
1, 41618, 100, 98
0, 41630, 8191, 0
4, 41630, 13, 741
2, 41637, 94, 3286
1, 41649, 104, 99
0, 41661, 8191, 0
4, 41661, 14, 731
2, 41662, 32, 3546
1, 41680, 101, 99
2, 41687, 0, 2958
0, 41691, 8190, 0
4, 41691, 18, 727
1, 41710, 101, 100
2, 41712, 0, 2114
0, 41722, 8191, 0
4, 41722, 18, 758
1, 41741, 104, 98
2, 41742, 0, 3680
0, 41753, 8190, 0
4, 41753, 18, 781
2, 41766, 0, 2191
1, 41772, 103, 102
0, 41784, 555, 0
4, 41784, 13, 776
2, 41791, 0, 477
1, 41803, 99, 113
0, 41815, 507, 0
4, 41815, 9, 779
2, 41816, 0, 1705
1, 41834, 105, 107
2, 41841, 0, 3899
0, 41846, 502, 0
4, 41846, 5, 788
4, 41847, 5, 788
6, 42165, 0, 0
5, 42166, 0, 0
5, 42267, 0, 9
5, 42368, 0, 32
5, 42469, 0, 51
5, 42570, 0, 77
5, 42671, 0, 100
5, 42772, 0, 97
5, 42873, 0, 97
2, 43036, 4, 1778
1, 43041, 417, 415
2, 43061, 0, 2569
1, 43069, 424, 414
2, 43086, 0, 2220
1, 43100, 422, 421
2, 43111, 1, 1828
1, 43131, 424, 357
2, 43136, 0, 1652
1, 43162, 424, 415
2, 43162, 13, 2256
2, 43187, 0, 1411
1, 43193, 420, 419
2, 43212, 0, 2256
1, 43224, 423, 407
2, 43237, 0, 2890
1, 43255, 416, 395
2, 43262, 0, 3460
1, 43285, 421, 368
2, 43287, 0, 1169
1, 43316, 408, 346
2, 43317, 0, 4918
2, 43341, 62, 4191
1, 43347, 405, 317
2, 43366, 176, 2671
1, 43378, 403, 296
2, 43391, 151, 0
1, 43409, 397, 315
2, 43416, 95, 3235
1, 43440, 403, 351
2, 43441, 63, 3619
2, 43466, 68, 0
1, 43471, 410, 397
2, 43491, 0, 0
1, 43502, 416, 406
2, 43516, 0, 1504
1, 43533, 417, 410
2, 43541, 0, 3682
1, 43564, 420, 370
2, 43566, 0, 2253
1, 43595, 413, 411
2, 43595, 0, 1259
2, 43620, 196, 2822
1, 43626, 407, 403
2, 43645, 178, 2310
1, 43657, 401, 381
2, 43670, 0, 3885
1, 43687, 399, 347
2, 43695, 0, 142
1, 43718, 379, 330
2, 43720, 41, 3253
1, 43749, 389, 329
2, 43750, 45, 2400
2, 43774, 62, 2246
1, 43780, 385, 304
2, 43799, 124, 3133
1, 43811, 383, 287
0, 43817, 1267, 0
4, 43817, 4, 806
2, 43824, 53, 0
0, 43829, 1345, 0
4, 43829, 7, 796
